Date,Open,High,Low,Close,Adj Close,Volume
2015-11-19,117.639999,119.750000,116.760002,118.779999,113.057449,43295800
2015-11-20,119.199997,119.919998,118.849998,119.300003,113.552414,34287100
2015-11-23,119.269997,119.730003,117.339996,117.750000,112.077087,32482500
2015-11-24,117.330002,119.349998,117.120003,118.879997,113.152649,42803200
2015-11-25,119.209999,119.230003,117.919998,118.029999,112.343605,21388300
2015-11-27,118.290001,118.410004,117.599998,117.809998,112.134209,13046400
2015-11-30,117.989998,119.410004,117.750000,118.300003,112.600594,39180300
2015-12-01,118.750000,118.809998,116.860001,117.339996,111.686836,34852400
2015-12-02,117.339996,118.110001,116.080002,116.279999,110.677910,33386600
2015-12-03,116.550003,116.790001,114.220001,115.199997,109.649940,41569500
2015-12-04,115.290001,119.250000,115.110001,119.029999,113.295410,57777000
2015-12-07,118.980003,119.860001,117.809998,118.279999,112.581558,32084200
2015-12-08,117.519997,118.599998,116.860001,118.230003,112.533966,34309500
2015-12-09,117.639999,117.690002,115.080002,115.620003,110.049706,46361400
2015-12-10,116.040001,116.940002,115.510002,116.169998,110.573204,29104200
2015-12-11,115.190002,115.389999,112.849998,113.180000,107.727272,46886200
2015-12-14,112.180000,112.680000,109.790001,112.480003,107.060997,64318700
2015-12-15,111.940002,112.800003,110.349998,110.489998,105.166855,53323100
2015-12-16,111.070000,111.989998,108.800003,111.339996,105.975899,56238500
2015-12-17,112.019997,112.250000,108.980003,108.980003,103.729607,44772800
2015-12-18,108.910004,109.519997,105.809998,106.029999,100.921738,96453300
2015-12-21,107.279999,107.370003,105.570000,107.330002,102.159111,47590600
2015-12-22,107.400002,107.720001,106.449997,107.230003,102.063919,32789400
2015-12-23,107.269997,108.849998,107.199997,108.610001,103.377434,32657400
2015-12-24,109.000000,109.000000,107.949997,108.029999,102.825378,13570400
2015-12-28,107.589996,107.690002,106.180000,106.820000,101.673683,26704200
2015-12-29,106.959999,109.430000,106.860001,108.739998,103.501160,30931200
2015-12-30,108.580002,108.699997,107.180000,107.320000,102.149590,25213800
2015-12-31,107.010002,107.029999,104.820000,105.260002,100.188835,40635300
2016-01-04,102.610001,105.370003,102.000000,105.349998,100.274513,67649400
2016-01-05,105.750000,105.849998,102.410004,102.709999,97.761681,55791000
2016-01-06,100.559998,102.370003,99.870003,100.699997,95.848511,68457400
2016-01-07,98.680000,100.129997,96.430000,96.449997,91.803276,81094400
2016-01-08,98.550003,99.110001,96.760002,96.959999,92.288696,70798000
2016-01-11,98.970001,99.059998,97.339996,98.529999,93.783073,49739400
2016-01-12,100.550003,100.690002,98.839996,99.959999,95.144165,49154200
2016-01-13,100.320000,101.190002,97.300003,97.389999,92.697990,62439600
2016-01-14,97.959999,100.480003,95.739998,99.519997,94.725372,63170100
2016-01-15,96.199997,97.709999,95.360001,97.129997,92.450516,79010000
2016-01-19,98.410004,98.650002,95.500000,96.660004,92.003166,53087700
2016-01-20,95.099998,98.190002,93.419998,96.790001,92.126900,72334400
2016-01-21,97.059998,97.879997,94.940002,96.300003,91.660500,52161500
2016-01-22,98.629997,101.459999,98.370003,101.419998,96.533836,65800500
2016-01-25,101.519997,101.529999,99.209999,99.440002,94.649239,51794500
2016-01-26,99.930000,100.879997,98.070000,99.989998,95.172729,75077000
2016-01-27,96.040001,96.629997,93.339996,93.419998,88.919250,133369700
2016-01-28,93.790001,94.519997,92.389999,94.089996,89.556976,55678800
2016-01-29,94.790001,97.339996,94.349998,97.339996,92.650391,64416500
2016-02-01,96.470001,96.709999,95.400002,96.430000,91.784241,40943500
2016-02-02,95.419998,96.040001,94.279999,94.480003,89.928192,37357200
2016-02-03,95.000000,96.839996,94.080002,96.349998,91.708099,45964300
2016-02-04,95.860001,97.330002,95.190002,96.599998,92.444969,46471700
2016-02-05,96.519997,96.919998,93.690002,94.019997,89.975929,46418100
2016-02-08,93.129997,95.699997,93.040001,95.010002,90.923355,54021400
2016-02-09,94.290001,95.940002,93.930000,94.989998,90.904213,44331200
2016-02-10,95.919998,96.349998,94.099998,94.269997,90.215187,42343600
2016-02-11,93.790001,94.720001,92.589996,93.699997,89.669716,50074700
2016-02-12,94.190002,94.500000,93.010002,93.989998,89.947243,40351400
2016-02-16,95.019997,96.849998,94.610001,96.639999,92.483246,49057900
2016-02-17,96.669998,98.209999,96.150002,98.120003,93.899597,44863200
2016-02-18,98.839996,98.889999,96.089996,96.260002,92.119606,39021000
2016-02-19,96.000000,96.760002,95.800003,96.040001,91.909050,35374200
2016-02-22,96.309998,96.900002,95.919998,96.879997,92.712921,34280800
2016-02-23,96.400002,96.500000,94.550003,94.690002,90.617134,31942600
2016-02-24,93.980003,96.379997,93.320000,96.099998,91.966469,36255700
2016-02-25,96.050003,96.760002,95.250000,96.760002,92.598099,27582700
2016-02-26,97.199997,98.019997,96.580002,96.910004,92.741638,28991100
2016-02-29,96.860001,98.230003,96.650002,96.690002,92.531113,35216300
2016-03-01,97.650002,100.769997,97.419998,100.529999,96.205925,50407100
2016-03-02,100.510002,100.889999,99.639999,100.750000,96.416466,33169600
2016-03-03,100.580002,101.709999,100.449997,101.500000,97.134209,36955700
2016-03-04,102.370003,103.750000,101.370003,103.010002,98.579269,46055100
2016-03-07,102.389999,102.830002,100.959999,101.870003,97.488304,35828900
2016-03-08,100.779999,101.760002,100.400002,101.029999,96.684410,31561900
2016-03-09,101.309998,101.580002,100.269997,101.120003,96.770554,27201700
2016-03-10,101.410004,102.239998,100.150002,101.169998,96.818390,33513600
2016-03-11,102.239998,102.279999,101.500000,102.260002,97.861526,27408200
2016-03-14,101.910004,102.910004,101.779999,102.519997,98.110329,25076100
2016-03-15,103.959999,105.180000,103.849998,104.580002,100.081726,40067700
2016-03-16,104.610001,106.309998,104.589996,105.970001,101.411957,38303500
2016-03-17,105.519997,106.470001,104.959999,105.800003,101.249260,34420700
2016-03-18,106.339996,106.500000,105.190002,105.919998,101.364082,44205200
2016-03-21,105.930000,107.650002,105.139999,105.910004,101.354515,35502700
2016-03-22,105.250000,107.290001,105.209999,106.720001,102.129684,32444400
2016-03-23,106.480003,107.070000,105.900002,106.129997,101.565056,25703500
2016-03-24,105.470001,106.250000,104.889999,105.669998,101.124840,26133000
2016-03-28,106.000000,106.190002,105.059998,105.190002,100.665497,19411400
2016-03-29,104.889999,107.790001,104.879997,107.680000,103.048386,31190100
2016-03-30,108.650002,110.419998,108.599998,109.559998,104.847527,45601100
2016-03-31,109.720001,109.900002,108.879997,108.989998,104.302032,25888400
2016-04-01,108.779999,110.000000,108.199997,109.989998,105.259033,25874000
2016-04-04,110.419998,112.190002,110.269997,111.120003,106.340446,37356200
2016-04-05,109.510002,110.730003,109.419998,109.809998,105.086777,26578700
2016-04-06,110.230003,110.980003,109.199997,110.959999,106.187309,26404100
2016-04-07,109.949997,110.419998,108.120003,108.540001,103.871399,31801900
2016-04-08,108.910004,109.769997,108.169998,108.660004,103.986237,23581700
2016-04-11,108.970001,110.610001,108.830002,109.019997,104.330734,29407500
2016-04-12,109.339996,110.500000,108.660004,110.440002,105.689674,27232300
2016-04-13,110.800003,112.339996,110.800003,112.040001,107.220863,33257300
2016-04-14,111.620003,112.389999,111.330002,112.099998,107.278267,25473900
2016-04-15,112.110001,112.300003,109.730003,109.849998,105.125053,46939000
2016-04-18,108.889999,108.949997,106.940002,107.480003,102.856995,60834000
2016-04-19,107.879997,108.000000,106.230003,106.910004,102.311501,32384900
2016-04-20,106.639999,108.089996,106.059998,107.129997,102.522049,30611000
2016-04-21,106.930000,106.930000,105.519997,105.970001,101.411957,31552500
2016-04-22,105.010002,106.480003,104.620003,105.680000,101.134422,33683100
2016-04-25,105.000000,105.650002,104.510002,105.080002,100.560219,28031600
2016-04-26,103.910004,105.300003,103.910004,104.349998,99.861610,56016200
2016-04-27,96.000000,98.709999,95.680000,97.820000,93.612503,114602100
2016-04-28,97.610001,97.879997,94.250000,94.830002,90.751106,82242700
2016-04-29,93.989998,94.720001,92.510002,93.739998,89.707985,68531500
2016-05-02,93.970001,94.080002,92.400002,93.639999,89.612282,48160100
2016-05-03,94.199997,95.739998,93.680000,95.180000,91.086044,56831300
2016-05-04,95.199997,95.900002,93.820000,94.190002,90.138626,41025500
2016-05-05,94.000000,94.070000,92.680000,93.239998,89.772751,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,89.272095,43458200
2016-05-09,93.000000,93.769997,92.589996,92.790001,89.339500,32936400
2016-05-10,93.330002,93.570000,92.110001,93.419998,89.946068,33686800
2016-05-11,93.480003,93.570000,92.459999,92.510002,89.069908,28719100
2016-05-12,92.720001,92.779999,89.470001,90.339996,86.980591,76314700
2016-05-13,90.000000,91.669998,90.000000,90.519997,87.153908,44392800
2016-05-16,92.389999,94.389999,91.650002,93.879997,90.388962,61259800
2016-05-17,94.550003,94.699997,93.010002,93.489998,90.013474,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,91.043686,42062400
2016-05-19,94.639999,94.639999,93.570000,94.199997,90.697060,30442100
2016-05-20,94.639999,95.430000,94.519997,95.220001,91.679131,32026000
2016-05-23,95.870003,97.190002,95.669998,96.430000,92.844124,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,94.259468,35140200
2016-05-25,98.669998,99.739998,98.110001,99.620003,95.915504,38168800
2016-05-26,99.680000,100.730003,98.639999,100.410004,96.676132,56331200
2016-05-27,99.440002,100.470001,99.250000,100.349998,96.618355,36229500
2016-05-31,99.599998,100.400002,98.820000,99.860001,96.146599,42307200
2016-06-01,99.019997,99.540001,98.330002,98.459999,94.798653,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,94.086182,40191600
2016-06-03,97.790001,98.269997,97.449997,97.919998,94.278725,28062900
2016-06-06,97.989998,101.889999,97.550003,98.629997,94.962318,23292500
2016-06-07,99.250000,99.870003,98.959999,99.029999,95.347450,22409500
2016-06-08,99.019997,99.559998,98.680000,98.940002,95.260803,20848100
2016-06-09,98.500000,99.989998,98.459999,99.650002,95.944397,26601400
2016-06-10,98.529999,99.349998,98.480003,98.830002,95.154907,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,93.720306,38020500
2016-06-14,97.320000,98.480003,96.750000,97.459999,93.835823,31931900
2016-06-15,97.820000,98.410004,97.029999,97.139999,93.527725,29445200
2016-06-16,96.449997,97.750000,96.070000,97.550003,93.922485,31326800
2016-06-17,96.620003,96.650002,95.300003,95.330002,91.785042,61008200
2016-06-20,96.000000,96.570000,95.029999,95.099998,91.563599,34411900
2016-06-21,94.940002,96.349998,94.680000,95.910004,92.343475,35546400
2016-06-22,96.250000,96.889999,95.349998,95.550003,91.996872,29219100
2016-06-23,95.940002,96.290001,95.250000,96.099998,92.526405,32240200
2016-06-24,92.910004,94.660004,92.650002,93.400002,89.926819,75311400
2016-06-27,93.000000,93.050003,91.500000,92.040001,88.617378,45489600
2016-06-28,92.900002,93.660004,92.139999,93.589996,90.109749,40444900
2016-06-29,93.970001,94.550003,93.629997,94.400002,90.889633,36531000
2016-06-30,94.440002,95.769997,94.300003,95.599998,92.045006,35836400
2016-07-01,95.489998,96.470001,95.330002,95.889999,92.324219,26026500
2016-07-05,95.389999,95.400002,94.459999,94.989998,91.457680,27705200
2016-07-06,94.599998,95.660004,94.370003,95.529999,91.977615,30949100
2016-07-07,95.699997,96.500000,95.620003,95.940002,92.372368,25139600
2016-07-08,96.489998,96.889999,96.050003,96.680000,93.084846,28912100
2016-07-11,96.750000,97.650002,96.730003,96.980003,93.373688,23794900
2016-07-12,97.169998,97.699997,97.120003,97.419998,93.797318,24167500
2016-07-13,97.410004,97.669998,96.839996,96.870003,93.267769,25892200
2016-07-14,97.389999,98.989998,97.320000,98.790001,95.116379,38919000
2016-07-15,98.919998,99.300003,98.500000,98.779999,95.106743,30137000
2016-07-18,98.699997,100.129997,98.599998,99.830002,96.117714,36493900
2016-07-19,99.559998,100.000000,99.339996,99.870003,96.156219,23779900
2016-07-20,100.000000,100.459999,99.739998,99.959999,96.242867,26276000
2016-07-21,99.830002,101.000000,99.129997,99.430000,95.732582,32702000
2016-07-22,99.260002,99.300003,98.309998,98.660004,94.991211,28313700
2016-07-25,98.250000,98.839996,96.919998,97.339996,93.720306,40382900
2016-07-26,96.820000,97.970001,96.419998,96.669998,93.075211,56239800
2016-07-27,104.269997,104.349998,102.750000,102.949997,99.121674,92344800
2016-07-28,102.830002,104.449997,102.820000,104.339996,100.459991,39869800
2016-07-29,104.190002,104.550003,103.680000,104.209999,100.334824,27733700
2016-08-01,104.410004,106.150002,104.410004,106.050003,102.106415,38167900
2016-08-02,106.050003,106.070000,104.000000,104.480003,100.594788,33816600
2016-08-03,104.809998,105.839996,104.769997,105.790001,101.856071,30202600
2016-08-04,105.580002,106.000000,105.279999,105.870003,102.485298,27408700
2016-08-05,106.269997,107.650002,106.180000,107.480003,104.043823,40553400
2016-08-08,107.519997,108.370003,107.160004,108.370003,104.905365,28037200
2016-08-09,108.230003,108.940002,108.010002,108.809998,105.331291,26315200
2016-08-10,108.709999,108.900002,107.760002,108.000000,104.547203,24008500
2016-08-11,108.519997,108.930000,107.849998,107.930000,104.479439,27484500
2016-08-12,107.779999,108.440002,107.779999,108.180000,104.721436,18660400
2016-08-15,108.139999,109.540001,108.080002,109.480003,105.979889,25868200
2016-08-16,109.629997,110.230003,109.209999,109.379997,105.883080,33794400
2016-08-17,109.099998,109.370003,108.339996,109.220001,105.728195,25356000
2016-08-18,109.230003,109.599998,109.019997,109.080002,105.592674,21984700
2016-08-19,108.769997,109.690002,108.360001,109.360001,105.863716,25368100
2016-08-22,108.860001,109.099998,107.849998,108.510002,105.040901,25820200
2016-08-23,108.589996,109.320000,108.529999,108.849998,105.370033,21257700
2016-08-24,108.570000,108.750000,107.680000,108.029999,104.576241,23675100
2016-08-25,107.389999,107.879997,106.680000,107.570000,104.130951,25086200
2016-08-26,107.410004,107.949997,106.309998,106.940002,103.521088,27766300
2016-08-29,106.620003,107.440002,106.290001,106.820000,103.404922,24970300
2016-08-30,105.800003,106.500000,105.500000,106.000000,102.611137,24863900
2016-08-31,105.660004,106.570000,105.639999,106.099998,102.707939,29662400
2016-09-01,106.139999,106.800003,105.620003,106.730003,103.317795,26701500
2016-09-02,107.699997,108.000000,106.820000,107.730003,104.285843,26802500
2016-09-06,107.900002,108.300003,107.510002,107.699997,104.256783,26880400
2016-09-07,107.830002,108.760002,107.070000,108.360001,104.895683,42364300
2016-09-08,107.250000,107.269997,105.239998,105.519997,102.146477,53002000
2016-09-09,104.639999,105.720001,103.129997,103.129997,99.832893,46557000
2016-09-12,102.650002,105.720001,102.529999,105.440002,102.069046,45292800
2016-09-13,107.510002,108.790001,107.239998,107.949997,104.498795,62176200
2016-09-14,108.730003,113.029999,108.599998,111.769997,108.196663,110888700
2016-09-15,113.860001,115.730003,113.489998,115.570000,111.875175,89983600
2016-09-16,115.120003,116.129997,114.040001,114.919998,111.245972,79886900
2016-09-19,115.190002,116.180000,113.250000,113.580002,109.948807,47023000
2016-09-20,113.050003,114.120003,112.510002,113.570000,109.939125,34514300
2016-09-21,113.849998,113.989998,112.440002,113.550003,109.919762,36003200
2016-09-22,114.349998,114.940002,114.000000,114.620003,110.955559,31074000
2016-09-23,114.419998,114.790001,111.550003,112.709999,109.106613,52481200
2016-09-26,111.639999,113.389999,111.550003,112.879997,109.271187,29869400
2016-09-27,113.000000,113.180000,112.339996,113.089996,109.474457,24607400
2016-09-28,113.690002,114.639999,113.430000,113.949997,110.306976,29641100
2016-09-29,113.160004,113.800003,111.800003,112.180000,108.593559,35887000
2016-09-30,112.459999,113.370003,111.800003,113.050003,109.435753,36379100
2016-10-03,112.709999,113.050003,112.279999,112.519997,108.922684,21701800
2016-10-04,113.059998,114.309998,112.629997,113.000000,109.387352,29736800
2016-10-05,113.400002,113.660004,112.690002,113.050003,109.435753,21453100
2016-10-06,113.699997,114.339996,113.129997,113.889999,110.248878,28779300
2016-10-07,114.309998,114.559998,113.510002,114.059998,110.413445,24358400
2016-10-10,115.019997,116.750000,114.720001,116.050003,112.339836,36236000
2016-10-11,117.699997,118.690002,116.199997,116.300003,112.581856,64041000
2016-10-12,117.349998,117.980003,116.750000,117.339996,113.588593,37586800
2016-10-13,116.790001,117.440002,115.720001,116.980003,113.240112,35192400
2016-10-14,117.879997,118.169998,117.129997,117.629997,113.869324,35652200
2016-10-17,117.330002,117.839996,116.779999,117.550003,113.791885,23624900
2016-10-18,118.180000,118.209999,117.449997,117.470001,113.714439,24553500
2016-10-19,117.250000,117.760002,113.800003,117.120003,113.375626,20034600
2016-10-20,116.860001,117.379997,116.330002,117.059998,113.317543,24125800
2016-10-21,116.809998,116.910004,116.279999,116.599998,112.872246,23192700
2016-10-24,117.099998,117.739998,117.000000,117.650002,113.888680,23538700
2016-10-25,117.949997,118.360001,117.309998,118.250000,114.469498,48129000
2016-10-26,114.309998,115.699997,113.309998,115.589996,111.894531,66134200
2016-10-27,115.389999,115.860001,114.099998,114.480003,110.820038,34562000
2016-10-28,113.870003,115.209999,113.449997,113.720001,110.084320,37861700
2016-10-31,113.650002,114.230003,113.199997,113.540001,109.910080,26419400
2016-11-01,113.459999,113.769997,110.529999,111.489998,107.925621,43825800
2016-11-02,111.400002,112.349998,111.230003,111.589996,108.022415,28331700
2016-11-03,110.980003,111.459999,109.550003,109.830002,106.864563,26932600
2016-11-04,108.529999,110.250000,108.110001,108.839996,105.901283,30837000
2016-11-07,110.080002,110.510002,109.459999,110.410004,107.428894,32560000
2016-11-08,110.309998,111.720001,109.699997,111.059998,108.061333,24054500
2016-11-09,109.879997,111.320000,108.050003,110.879997,107.886208,59176400
2016-11-10,111.089996,111.089996,105.830002,107.790001,104.879639,57134500
2016-11-11,107.120003,108.870003,106.550003,108.430000,105.502350,34094100
2016-11-14,107.709999,107.809998,104.080002,105.709999,102.855804,51175500
2016-11-15,106.570000,107.680000,106.160004,107.110001,104.218002,32264500
2016-11-16,106.699997,110.230003,106.599998,109.989998,107.020233,58840500
2016-11-17,109.809998,110.349998,108.830002,109.949997,106.981316,27632000
2016-11-18,109.720001,110.540001,109.660004,110.059998,107.088348,28428900
2016-11-21,110.120003,111.989998,110.010002,111.730003,108.713264,29264600
2016-11-22,111.949997,112.419998,111.400002,111.800003,108.781372,25965500
2016-11-23,111.360001,111.510002,110.330002,111.230003,108.226761,27426400
2016-11-25,111.129997,111.870003,110.949997,111.790001,108.771629,11475900
2016-11-28,111.430000,112.470001,111.389999,111.570000,108.557579,27194000
2016-11-29,110.779999,112.029999,110.070000,111.459999,108.450546,28528800
2016-11-30,111.599998,112.199997,110.269997,110.519997,107.535919,36162300
2016-12-01,110.370003,110.940002,109.029999,109.489998,106.533737,37086900
2016-12-02,109.169998,110.089996,108.849998,109.900002,106.932678,26528000
2016-12-05,110.000000,110.029999,108.250000,109.110001,106.163994,34324500
2016-12-06,109.500000,110.360001,109.190002,109.949997,106.981316,26195500
2016-12-07,109.260002,111.190002,109.160004,111.029999,108.032150,29998700
2016-12-08,110.860001,112.430000,110.599998,112.120003,109.092728,27068300
2016-12-09,112.309998,114.699997,112.309998,113.949997,110.873322,34402600
2016-12-12,113.290001,115.000000,112.489998,113.300003,110.240868,26374400
2016-12-13,113.839996,115.919998,113.750000,115.190002,112.079834,43733800
2016-12-14,115.040001,116.199997,114.980003,115.190002,112.079834,34031800
2016-12-15,115.379997,116.730003,115.230003,115.820000,112.692825,46524500
2016-12-16,116.470001,116.500000,115.650002,115.970001,112.838768,44351100
2016-12-19,115.800003,117.379997,115.750000,116.639999,113.490685,27779400
2016-12-20,116.739998,117.500000,116.680000,116.949997,113.792313,21425000
2016-12-21,116.800003,117.400002,116.779999,117.059998,113.899338,23783200
2016-12-22,116.349998,116.510002,115.639999,116.290001,113.150139,26085900
2016-12-23,115.589996,116.519997,115.589996,116.519997,113.373917,14249500
2016-12-27,116.519997,117.800003,116.489998,117.260002,114.093948,18296900
2016-12-28,117.519997,118.019997,116.199997,116.760002,113.607445,20905900
2016-12-29,116.449997,117.110001,116.400002,116.730003,113.578247,15039500
2016-12-30,116.650002,117.199997,115.430000,115.820000,112.692825,30586300
2017-01-03,115.800003,116.330002,114.760002,116.150002,113.013916,28781900
2017-01-04,115.849998,116.510002,115.750000,116.019997,112.887413,21118100
2017-01-05,115.919998,116.860001,115.809998,116.610001,113.461502,22193600
2017-01-06,116.779999,118.160004,116.470001,117.910004,114.726402,31751900
2017-01-09,117.949997,119.430000,117.940002,118.989998,115.777237,33561900
2017-01-10,118.769997,119.379997,118.300003,119.110001,115.893997,24462100
2017-01-11,118.739998,119.930000,118.599998,119.750000,116.516708,27588600
2017-01-12,118.900002,119.300003,118.209999,119.250000,116.030212,27086200
2017-01-13,119.110001,119.620003,118.809998,119.040001,115.825882,26111900
2017-01-17,118.339996,120.239998,118.220001,120.000000,116.759972,34439800
2017-01-18,120.000000,120.500000,119.709999,119.989998,116.750229,23713000
2017-01-19,119.400002,120.089996,119.370003,119.779999,116.545898,25597300
2017-01-20,120.449997,120.449997,119.730003,120.000000,116.759972,32597900
2017-01-23,120.000000,120.809998,119.769997,120.080002,116.837799,22050200
2017-01-24,119.550003,120.099998,119.500000,119.970001,116.730774,23211000
2017-01-25,120.419998,122.099998,120.279999,121.879997,118.589195,32377600
2017-01-26,121.669998,122.440002,121.599998,121.940002,118.647583,26337600
2017-01-27,122.139999,122.349998,121.599998,121.949997,118.657303,20562900
2017-01-30,120.930000,121.629997,120.660004,121.629997,118.345947,30377500
2017-01-31,121.150002,121.389999,120.620003,121.349998,118.073517,49201000
2017-02-01,127.029999,130.490005,127.010002,128.750000,125.273705,111985000
2017-02-02,127.980003,129.389999,127.779999,128.529999,125.059654,33710400
2017-02-03,128.309998,129.190002,128.160004,129.080002,125.594803,24507300
2017-02-06,129.130005,130.500000,128.899994,130.289993,126.772125,26845900
2017-02-07,130.539993,132.089996,130.449997,131.529999,127.978630,38183800
2017-02-08,131.350006,132.220001,131.220001,132.039993,128.474869,23004100
2017-02-09,131.649994,132.449997,131.119995,132.419998,129.403229,28349900
2017-02-10,132.460007,132.940002,132.050003,132.119995,129.110077,20065500
2017-02-13,133.080002,133.820007,132.750000,133.289993,130.253418,23035400
2017-02-14,133.470001,135.089996,133.250000,135.020004,131.944016,33226200
2017-02-15,135.520004,136.270004,134.619995,135.509995,132.422836,35623100
2017-02-16,135.669998,135.899994,134.839996,135.350006,132.266495,22584600
2017-02-17,135.100006,135.830002,135.100006,135.720001,132.628067,22198200
2017-02-21,136.229996,136.750000,135.979996,136.699997,133.585724,24507200
2017-02-22,136.429993,137.119995,136.110001,137.110001,133.986389,20836900
2017-02-23,137.380005,137.479996,136.300003,136.529999,133.419601,20788200
2017-02-24,135.910004,136.660004,135.279999,136.660004,133.546661,21776600
2017-02-27,137.139999,137.440002,136.279999,136.929993,133.810471,20257400
2017-02-28,137.080002,137.440002,136.699997,136.990005,133.869110,23482900
2017-03-01,137.889999,140.149994,137.600006,139.789993,136.605331,36414600
2017-03-02,140.000000,140.279999,138.759995,138.960007,135.794250,26211000
2017-03-03,138.779999,139.830002,138.589996,139.779999,136.595566,21108100
2017-03-06,139.369995,139.770004,138.600006,139.339996,136.165573,21750000
2017-03-07,139.059998,139.979996,138.789993,139.520004,136.341476,17446300
2017-03-08,138.949997,139.800003,138.820007,139.000000,135.833344,18707200
2017-03-09,138.740005,138.789993,137.050003,138.679993,135.520599,22155900
2017-03-10,139.250000,139.360001,138.639999,139.139999,135.970139,19612800
2017-03-13,138.850006,139.429993,138.820007,139.199997,136.028748,17421700
2017-03-14,139.300003,139.649994,138.839996,138.990005,135.823547,15309100
2017-03-15,139.410004,140.750000,139.029999,140.460007,137.260071,25691800
2017-03-16,140.720001,141.020004,140.259995,140.690002,137.484818,19232000
2017-03-17,141.000000,141.000000,139.889999,139.990005,136.800797,43885000
2017-03-20,140.399994,141.500000,140.229996,141.460007,138.237305,21542000
2017-03-21,142.110001,142.800003,139.729996,139.839996,136.654190,39529900
2017-03-22,139.850006,141.600006,139.759995,141.419998,138.198212,25860200
2017-03-23,141.259995,141.580002,140.610001,140.919998,137.709579,20346300
2017-03-24,141.500000,141.740005,140.350006,140.639999,137.435974,22395600
2017-03-27,139.389999,141.220001,138.619995,140.880005,137.670532,23575100
2017-03-28,140.910004,144.039993,140.619995,143.800003,140.523987,33374800
2017-03-29,143.679993,144.490005,143.190002,144.119995,140.836700,29190000
2017-03-30,144.190002,144.500000,143.500000,143.929993,140.651016,21207300
2017-03-31,143.720001,144.270004,143.009995,143.660004,140.387177,19661700
